folder,file name,image size,adjacent,initial frame,equatorial frame,equatorial size,value 0 ch0,puncta 0 ch0,x 0,y 0,w 0,h 0,quality ch0,num frame,new punctate ch0,new punctate ch1,puncta 0 ch1,quality ch1,value 0 ch1,colocalization ch0 ch1,colocalization weight ch0 ch1,new colocalization ch0 ch1,square quality,value 1 ch0,value 2 ch0,value 3 ch0,value 4 ch0,value 5 ch0,value 6 ch0,value 7 ch0,value 8 ch0,puncta 1 ch0,puncta 2 ch0,puncta 3 ch0,puncta 4 ch0,puncta 5 ch0,puncta 6 ch0,puncta 7 ch0,puncta 8 ch0,x 1,x 2,x 3,x 4,x 5,x 6,x 7,x 8,y 1,y 2,y 3,y 4,y 5,y 6,y 7,y 8,w 1,w 2,w 3,w 4,w 5,w 6,w 7,w 8,h 1,h 2,h 3,h 4,h 5,h 6,h 7,h 8,puncta 1 ch1,puncta 2 ch1,puncta 3 ch1,puncta 4 ch1,puncta 5 ch1,puncta 6 ch1,puncta 7 ch1,puncta 8 ch1,value 1 ch1,value 2 ch1,value 3 ch1,value 4 ch1,value 5 ch1,value 6 ch1,value 7 ch1,value 8 ch1,value 9 ch0,puncta 9 ch0,x 9,y 9,w 9,h 9,puncta 9 ch1,value 9 ch1
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0751953,17.17323691773845,<puncta_detect_util.Puncta object at 0x7f6bc03bf7d0>,0.0263672,0.438965,0.0527344,0.0751953,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6c7fe77750>,True,730.9949879982478,0.0,1.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.120117,8.215539805770732,<puncta_detect_util.Puncta object at 0x7f6c801947d0>,0.0400391,0.92041,0.0800781,0.120117,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6c7fe773d0>,True,670.6307378375454,0.0,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0869141,37.216929108874865,<puncta_detect_util.Puncta object at 0x7f6c80462290>,0.0561523,0.0927734,0.0869141,0.0839844,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c7fe77890>,True,260.7854592442186,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.117188,25.0616269063421,<puncta_detect_util.Puncta object at 0x7f6ccf189690>,0.102539,0.572266,0.117188,0.111328,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6c7ffcb110>,True,16221.276795889666,0.0,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0966797,19.752722613709466,<puncta_detect_util.Puncta object at 0x7f6c80462e90>,0.13916,0.918945,0.0966797,0.0957031,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6c7fe77cd0>,True,12526.578658662802,0.0,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.103516,53.73799892125135,<puncta_detect_util.Puncta object at 0x7f6c804624d0>,0.198242,0.986816,0.103516,0.0263672,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c7ffcbb50>,True,319.3413484315124,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.150391,23.098456261816864,<puncta_detect_util.Puncta object at 0x7f6c80462950>,0.199219,0.210449,0.150391,0.143555,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6bc03bf290>,True,22441.316726352852,0.0,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0673828,29.09910874383786,<puncta_detect_util.Puncta object at 0x7f6bc03bf8d0>,0.231934,0.925781,0.0673828,0.0664062,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c80462fd0>,True,289.7520048992169,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0439453,43.620859396572996,<puncta_detect_util.Puncta object at 0x7f6c80462f10>,0.347168,0.544922,0.0439453,0.0429688,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c7fe77e90>,True,97.19311358685036,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.109375,54.27512484394492,<puncta_detect_util.Puncta object at 0x7f6c80462ad0>,0.373047,0.495605,0.109375,0.0673828,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c80462650>,True,204.4655714181922,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.160156,29.102132925941078,<puncta_detect_util.Puncta object at 0x7f6c804621d0>,0.673828,0.199707,0.160156,0.155273,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6c80462c90>,True,2738.298208521627,0.0,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.140625,27.4803738284495,<puncta_detect_util.Puncta object at 0x7f6ccf189d10>,0.673828,0.808594,0.140625,0.128906,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6c7fe777d0>,True,16838.32758726886,0.0,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0537109,24.82871019008371,<puncta_detect_util.Puncta object at 0x7f6ccf189950>,0.723145,0.32373,0.0537109,0.0517578,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c7fe77050>,True,261.8606455666377,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0703125,47.44326633474748,<puncta_detect_util.Puncta object at 0x7f6bc03bf790>,0.871094,0.407227,0.0703125,0.0683594,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c7fe77490>,True,351.6424006649322,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0693359,20.929688811209417,<puncta_detect_util.Puncta object at 0x7f6ccefaec90>,0.895996,0.019043,0.0693359,0.0380859,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6c7fe77950>,True,1479.439173520822,0.0,1.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0585938,28.233334705244943,<puncta_detect_util.Puncta object at 0x7f6c80462910>,0.90332,0.578125,0.0585938,0.0585938,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6bc03bfd10>,True,406.3162693247068,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0859375,16.485732717047085,<puncta_detect_util.Puncta object at 0x7f6c80040ed0>,0.973633,0.542969,0.0527344,0.0859375,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c7ffcbe50>,True,395.7897084586966,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0654297,19.946194225721683,<puncta_detect_util.Puncta object at 0x7f6bc03bf650>,0.994141,0.42627,0.0117188,0.0654297,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c7ffcb6d0>,True,409.70187499999975,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 7.nd2-output,(series 1).tif,1024,False,0,0,0.09375,34.91910377358499,<puncta_detect_util.Puncta object at 0x7f6c80462f50>,0.470703,0.354492,0.09375,0.0800781,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c7ff25a50>,True,224.60601215181487,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 7.nd2-output,(series 1).tif,1024,False,0,0,0.208984,-15.248461143373333,<puncta_detect_util.Puncta object at 0x7f6bc03bf190>,0.629883,0.601562,0.208984,0.191406,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c7ff25390>,True,190.51008723139148,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 7.nd2-output,(series 1).tif,1024,False,0,0,0.0820312,82.8439306358382,<puncta_detect_util.Puncta object at 0x7f6c804626d0>,0.740234,0.849609,0.0820312,0.0664062,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6c7ff25950>,True,2124.8710100189364,0.0,1.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 7.nd2-output,(series 1).tif,1024,False,0,0,0.0800781,18.014074278062253,<puncta_detect_util.Puncta object at 0x7f6bc03bf890>,0.980469,0.295898,0.0390625,0.0800781,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c7ff25250>,True,297.5337061546011,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 7.nd2-output,(series 1).tif,1024,False,0,0,0.123047,9.065829232105443,<puncta_detect_util.Puncta object at 0x7f6c80462250>,0.988281,0.563477,0.0234375,0.123047,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c7ff25c10>,True,470.397578282033,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.126953,11.632613484954163,<puncta_detect_util.Puncta object at 0x7f6c7fe68790>,0.0356445,0.56543,0.0712891,0.126953,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6d4e276b90>,True,9752.30961805927,0.0,1.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.131836,-7.7035451433462185,<puncta_detect_util.Puncta object at 0x7f6c804f8d10>,0.050293,0.911621,0.0869141,0.131836,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c802d2fd0>,True,309.7848157772355,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.198242,36.37599132589821,<puncta_detect_util.Puncta object at 0x7f6ccf066f10>,0.160645,0.413574,0.198242,0.194336,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6c7fe77090>,True,258.59652805972746,0.0,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.0791016,37.841026260045965,<puncta_detect_util.Puncta object at 0x7f6c7fe68c90>,0.210449,0.0146484,0.0791016,0.0292969,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c80247690>,True,208.5199304312755,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.0742188,15.672568946991305,<puncta_detect_util.Puncta object at 0x7f6c25b9a750>,0.257812,0.905273,0.0742188,0.0742188,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c80247050>,True,258.0130482456143,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.203125,53.83078910697941,<puncta_detect_util.Puncta object at 0x7f6c80247ed0>,0.275391,0.663086,0.203125,0.185547,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6d4e276490>,True,316.326579066209,0.0,3.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.0693359,50.74724046549136,<puncta_detect_util.Puncta object at 0x7f6c80247750>,0.277832,0.369629,0.0693359,0.0673828,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6c7ffce910>,True,2752.068142351466,0.0,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.0722656,40.79082915753315,<puncta_detect_util.Puncta object at 0x7f6c25b9a3d0>,0.478027,0.731445,0.0712891,0.0722656,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6c804d6990>,True,23778.3152531059,0.0,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.189453,-3.967895934540138,<puncta_detect_util.Puncta object at 0x7f6c25b9ab50>,0.551758,0.289062,0.189453,0.1875,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6d4e276bd0>,True,285.28200012271554,0.0,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.197266,30.244560908734456,<puncta_detect_util.Puncta object at 0x7f6c25b9ac90>,0.626953,0.764648,0.195312,0.197266,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c80040a90>,True,217.11230342549015,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.0917969,30.89093158347714,<puncta_detect_util.Puncta object at 0x7f6c80247390>,0.704102,0.0146484,0.0917969,0.0292969,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6c80040290>,True,1067.8376408734507,0.0,1.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.208008,54.48901195507642,<puncta_detect_util.Puncta object at 0x7f6c2525ca50>,0.851562,0.325684,0.183594,0.208008,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c80040990>,True,228.45637063145296,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.0878906,6.147059143720071,<puncta_detect_util.Puncta object at 0x7f6d74108c10>,0.885742,0.804688,0.0878906,0.0859375,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6d4e276450>,True,10145.992520283977,0.0,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.0908203,23.942709909037603,<puncta_detect_util.Puncta object at 0x7f6c2525cf10>,0.960938,0.449707,0.078125,0.0908203,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c80040c50>,True,266.4850212950737,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.0488281,32.811864424278156,<puncta_detect_util.Puncta object at 0x7f6c7fe68d50>,0.97168,0.223633,0.0488281,0.0488281,True,1,False,True,<puncta_detect_util.Puncta object at 0x7f6c80247a90>,True,14096.786337691643,0.0,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 3.nd2-output,(series 1).tif,1024,False,0,0,0.123047,29.88436386005742,<puncta_detect_util.Puncta object at 0x7f6c2525ccd0>,0.97168,0.938477,0.0566406,0.123047,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c80040e50>,True,325.0431987379211,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 16.nd2-output,(series 1).tif,1024,False,0,0,0.108398,25.72234706616746,<puncta_detect_util.Puncta object at 0x7f6bc03bf850>,0.0185547,0.657715,0.0371094,0.108398,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6bc0474d10>,True,388.64592730526874,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 16.nd2-output,(series 1).tif,1024,False,0,0,0.137695,23.936950146627623,<puncta_detect_util.Puncta object at 0x7f6c80040e90>,0.0219727,0.348145,0.0439453,0.137695,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c801bfe10>,True,390.93132553067335,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 16.nd2-output,(series 1).tif,1024,False,0,0,0.046875,27.631522716315885,<puncta_detect_util.Puncta object at 0x7f6c80194990>,0.0234375,0.0244141,0.046875,0.046875,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6bc044ec90>,True,199.8536984910711,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 16.nd2-output,(series 1).tif,1024,False,0,0,0.0371094,13.718206263840784,<puncta_detect_util.Puncta object at 0x7f6c80194e50>,0.0244141,0.0673828,0.0371094,0.0371094,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6bc055a510>,True,309.2276612871633,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-27-2022/DOPC_DOPE_DOPI_LBPA_Atto/100 uM CalCl2/100 nM FL CY3 ALIX_3/Captured 16.nd2-output,(series 1).tif,1024,False,0,0,0.15918,22.204726414502147,<puncta_detect_util.Puncta object at 0x7f6c80194450>,0.0527344,0.519043,0.105469,0.15918,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f6c801bfa50>,True,303.8117582317259,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
