folder,file name,image size,adjacent,initial frame,equatorial frame,equatorial size,value 0 ch0,puncta 0 ch0,x 0,y 0,w 0,h 0,quality ch0,num frame,new punctate ch0,new punctate ch1,puncta 0 ch1,quality ch1,value 0 ch1,colocalization ch0 ch1,colocalization weight ch0 ch1,new colocalization ch0 ch1,square quality
C:\Users\kryst\Hurley_lab\puncta_detection_git\data\01-11-22\10_DOPS 89.5_DOPC 0.5_Atto\200nM ALG2\Captured 1.nd2-output,(series 1).tif,1024,False,0,0,0.0566406,53.557819575060876,<puncta_detect_util.Puncta object at 0x000002D109741910>,0.266602,0.206055,0.0566406,0.0527344,False,1,0.0,0.0,<puncta_detect_util.Puncta object at 0x000002D1097418E0>,False,25.560776992134834,,,,True
C:\Users\kryst\Hurley_lab\puncta_detection_git\data\01-11-22\10_DOPS 89.5_DOPC 0.5_Atto\200nM ALG2\Captured 1.nd2-output,(series 1).tif,1024,False,0,0,0.123047,28563.29398678503,<puncta_detect_util.Puncta object at 0x000002D109741460>,0.532227,0.743164,0.123047,0.111328,False,1,1.0,0.0,<puncta_detect_util.Puncta object at 0x000002D109739FA0>,False,55.33233762582449,0.0,1.0,0.0,True
C:\Users\kryst\Hurley_lab\puncta_detection_git\data\01-11-22\10_DOPS 89.5_DOPC 0.5_Atto\200nM ALG2\Captured 1.nd2-output,(series 1).tif,1024,False,0,0,0.121094,27655.238391683775,<puncta_detect_util.Puncta object at 0x000002D1097417C0>,0.533203,0.743652,0.121094,0.114258,False,1,1.0,0.0,<puncta_detect_util.Puncta object at 0x000002D1097390A0>,False,61.869572980986504,0.0,1.0,0.0,True
C:\Users\kryst\Hurley_lab\puncta_detection_git\data\01-11-22\10_DOPS 89.5_DOPC 0.5_Atto\200nM ALG2\Captured 1.nd2-output,(series 1).tif,1024,False,0,0,0.0771484,93.34087084250223,<puncta_detect_util.Puncta object at 0x000002D109741C70>,0.617188,0.318848,0.0742188,0.0771484,False,1,0.0,0.0,<puncta_detect_util.Puncta object at 0x000002D109741250>,False,123.58622160016057,,,,True
C:\Users\kryst\Hurley_lab\puncta_detection_git\data\01-11-22\10_DOPS 89.5_DOPC 0.5_Atto\200nM ALG2\Captured 1.nd2-output,(series 1).tif,1024,False,0,0,0.078125,84.19297610935791,<puncta_detect_util.Puncta object at 0x000002D1097414F0>,0.619141,0.318359,0.078125,0.078125,False,1,0.0,0.0,<puncta_detect_util.Puncta object at 0x000002D109741760>,False,115.53498800239277,,,,True
C:\Users\kryst\Hurley_lab\puncta_detection_git\data\01-11-22\10_DOPS 89.5_DOPC 0.5_Atto\200nM ALG2\Captured 1.nd2-output,(series 1).tif,1024,False,0,0,0.0292969,637.9090294409443,<puncta_detect_util.Puncta object at 0x000002D109741AF0>,0.637695,0.270996,0.0292969,0.0263672,False,1,0.0,0.0,<puncta_detect_util.Puncta object at 0x000002D109741850>,False,141.00201238818772,,,,False
C:\Users\kryst\Hurley_lab\puncta_detection_git\data\01-11-22\10_DOPS 89.5_DOPC 0.5_Atto\200nM ALG2\Captured 1.nd2-output,(series 1).tif,1024,False,0,0,0.0498047,61.4828662420382,<puncta_detect_util.Puncta object at 0x000002D1097419A0>,0.974609,0.837402,0.046875,0.0498047,False,1,0.0,0.0,<puncta_detect_util.Puncta object at 0x000002D109741130>,False,48.5362317527497,,,,True
C:\Users\kryst\Hurley_lab\puncta_detection_git\data\01-11-22\10_DOPS 89.5_DOPC 0.5_Atto\200nM ALG2\Captured 10.nd2-output,(series 1).tif,1024,False,0,0,0.0751953,834.7121936149028,<puncta_detect_util.Puncta object at 0x000002D10973FFD0>,0.256348,0.508301,0.0751953,0.0751953,False,1,0.0,0.0,<puncta_detect_util.Puncta object at 0x000002D109745970>,False,113.2769467449807,,,,True
C:\Users\kryst\Hurley_lab\puncta_detection_git\data\01-11-22\10_DOPS 89.5_DOPC 0.5_Atto\200nM ALG2\Captured 10.nd2-output,(series 1).tif,1024,False,0,0,0.0732422,97.74565951497198,<puncta_detect_util.Puncta object at 0x000002D10973F460>,0.256348,0.508301,0.0732422,0.0732422,False,1,0.0,0.0,<puncta_detect_util.Puncta object at 0x000002D109745910>,False,119.48825222398546,,,,True
C:\Users\kryst\Hurley_lab\puncta_detection_git\data\01-11-22\10_DOPS 89.5_DOPC 0.5_Atto\200nM ALG2\Captured 10.nd2-output,(series 1).tif,1024,False,0,0,0.09375,26.410832425518947,<puncta_detect_util.Puncta object at 0x000002D102733D00>,0.419922,0.383789,0.09375,0.0898438,False,1,0.0,0.0,<puncta_detect_util.Puncta object at 0x000002D109745820>,False,37.58521651734645,,,,True
C:\Users\kryst\Hurley_lab\puncta_detection_git\data\01-11-22\10_DOPS 89.5_DOPC 0.5_Atto\200nM ALG2\Captured 10.nd2-output,(series 1).tif,1024,False,0,0,0.0957031,29.53225464428897,<puncta_detect_util.Puncta object at 0x000002D109730670>,0.419922,0.383789,0.0957031,0.0917969,False,1,0.0,0.0,<puncta_detect_util.Puncta object at 0x000002D109745340>,False,37.10429463251012,,,,True
C:\Users\kryst\Hurley_lab\puncta_detection_git\data\01-11-22\10_DOPS 89.5_DOPC 0.5_Atto\200nM ALG2\Captured 10.nd2-output,(series 1).tif,1024,False,0,0,0.0527344,24.478988095238037,<puncta_detect_util.Puncta object at 0x000002D10973F7C0>,0.553711,0.426758,0.0527344,0.0449219,False,1,0.0,0.0,<puncta_detect_util.Puncta object at 0x000002D102749F70>,False,55.700771029559746,,,,False
